Dilemma,Domain,Language,Prompting,LLM,Scenario_ID,MME_Score,Fraction_A,SD,CI_Lower,CI_Upper,P_Value
HL,D1,JP,CC,DeepSeek,D1_HL_CC_JP,0.37,0.02,0.01,0.0,0.05,0.0
HL,D1,ES,CC,DeepSeek,D1_HL_CC_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D2,EN,CC,DeepSeek,D2_HL_CC_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D2,CN,CC,DeepSeek,D2_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D2,JP,CC,DeepSeek,D2_HL_CC_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D2,ES,CC,DeepSeek,D2_HL_CC_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D3,EN,CC,DeepSeek,D3_HL_CC_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D3,CN,CC,DeepSeek,D3_HL_CC_CN,0.43,0.68,0.05,0.59,0.77,0.0
HL,D3,JP,CC,DeepSeek,D3_HL_CC_JP,0.37,0.51,0.05,0.41,0.61,0.0
HL,D3,ES,CC,DeepSeek,D3_HL_CC_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D1,EN,CC,LeChat Mistral Large,D1_HL_CC_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D1,CN,CC,LeChat Mistral Large,D1_HL_CC_CN,0.43,0.72,0.04,0.63,0.81,0.0
HL,D1,JP,CC,LeChat Mistral Large,D1_HL_CC_JP,0.37,0.96,0.02,0.92,1.0,0.0
HL,D1,ES,CC,LeChat Mistral Large,D1_HL_CC_ES,0.63,0.41,0.05,0.31,0.51,0.0
HL,D2,EN,CC,LeChat Mistral Large,D2_HL_CC_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D2,CN,CC,LeChat Mistral Large,D2_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D2,JP,CC,LeChat Mistral Large,D2_HL_CC_JP,0.37,0.99,0.01,0.97,1.0,0.0
HL,D2,ES,CC,LeChat Mistral Large,D2_HL_CC_ES,0.63,0.99,0.01,0.97,1.0,0.0
HL,D3,EN,CC,LeChat Mistral Large,D3_HL_CC_EN,0.52,0.39,0.05,0.29,0.49,0.01
HL,D3,CN,CC,LeChat Mistral Large,D3_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D3,JP,CC,LeChat Mistral Large,D3_HL_CC_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D3,ES,CC,LeChat Mistral Large,D3_HL_CC_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,CC,Gemini 2.0 Flash Lite,D1_HL_CC_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D1,CN,CC,Gemini 2.0 Flash Lite,D1_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D1,JP,CC,Gemini 2.0 Flash Lite,D1_HL_CC_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D1,ES,CC,Gemini 2.0 Flash Lite,D1_HL_CC_ES,0.63,0.89,0.03,0.83,0.95,0.0
HL,D2,EN,CC,Gemini 2.0 Flash Lite,D2_HL_CC_EN,0.52,0.97,0.02,0.94,1.0,0.0
HL,D2,CN,CC,Gemini 2.0 Flash Lite,D2_HL_CC_CN,0.43,0.95,0.02,0.91,0.99,0.0
HL,D2,JP,CC,Gemini 2.0 Flash Lite,D2_HL_CC_JP,0.37,0.99,0.01,0.97,1.0,0.0
HL,D2,ES,CC,Gemini 2.0 Flash Lite,D2_HL_CC_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D3,EN,CC,Gemini 2.0 Flash Lite,D3_HL_CC_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D3,CN,CC,Gemini 2.0 Flash Lite,D3_HL_CC_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D3,JP,CC,Gemini 2.0 Flash Lite,D3_HL_CC_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D3,ES,CC,Gemini 2.0 Flash Lite,D3_HL_CC_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,ZSCOT,gpt4o,D1_HL_ZSCOT_EN,0.52,0.84,0.04,0.77,0.91,0.0
HL,D1,CN,ZSCOT,gpt4o,D1_HL_ZSCOT_CN,0.43,0.99,0.01,0.97,1.0,0.0
HL,D1,JP,ZSCOT,gpt4o,D1_HL_ZSCOT_JP,0.37,0.85,0.04,0.78,0.92,0.0
HL,D1,ES,ZSCOT,gpt4o,D1_HL_ZSCOT_ES,0.63,0.25,0.04,0.17,0.33,0.0
HL,D2,EN,ZSCOT,gpt4o,D2_HL_ZSCOT_EN,0.52,0.03,0.02,0.0,0.06,0.0
HL,D2,CN,ZSCOT,gpt4o,D2_HL_ZSCOT_CN,0.43,0.76,0.04,0.68,0.84,0.0
HL,D2,JP,ZSCOT,gpt4o,D2_HL_ZSCOT_JP,0.37,0.07,0.03,0.02,0.12,0.0
HL,D2,ES,ZSCOT,gpt4o,D2_HL_ZSCOT_ES,0.63,0.1,0.03,0.04,0.16,0.0
HL,D3,EN,ZSCOT,gpt4o,D3_HL_ZSCOT_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D3,CN,ZSCOT,gpt4o,D3_HL_ZSCOT_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D3,JP,ZSCOT,gpt4o,D3_HL_ZSCOT_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D3,ES,ZSCOT,gpt4o,D3_HL_ZSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,ZSCOT,DeepSeek,D1_HL_ZSCOT_EN,0.52,0.04,0.02,0.0,0.08,0.0
HL,D1,CN,ZSCOT,DeepSeek,D1_HL_ZSCOT_CN,0.43,0.86,0.03,0.79,0.93,0.0
HL,D1,JP,ZSCOT,DeepSeek,D1_HL_ZSCOT_JP,0.37,0.72,0.04,0.63,0.81,0.0
HL,D1,ES,ZSCOT,DeepSeek,D1_HL_ZSCOT_ES,0.63,0.01,0.01,0.0,0.03,0.0
HL,D2,EN,ZSCOT,DeepSeek,D2_HL_ZSCOT_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D2,CN,ZSCOT,DeepSeek,D2_HL_ZSCOT_CN,0.43,0.11,0.03,0.05,0.17,0.0
HL,D2,JP,ZSCOT,DeepSeek,D2_HL_ZSCOT_JP,0.37,0.13,0.03,0.06,0.2,0.0
HL,D2,ES,ZSCOT,DeepSeek,D2_HL_ZSCOT_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D3,EN,ZSCOT,DeepSeek,D3_HL_ZSCOT_EN,0.52,0.04,0.02,0.0,0.08,0.0
HL,D3,CN,ZSCOT,DeepSeek,D3_HL_ZSCOT_CN,0.43,0.94,0.02,0.89,0.99,0.0
HL,D3,JP,ZSCOT,DeepSeek,D3_HL_ZSCOT_JP,0.37,0.9,0.03,0.84,0.96,0.0
HL,D3,ES,ZSCOT,DeepSeek,D3_HL_ZSCOT_ES,0.63,0.23,0.04,0.15,0.31,0.0
HL,D1,EN,ZSCOT,LeChat Mistral Large,D1_HL_ZSCOT_EN,0.52,0.5,0.05,0.4,0.6,0.69
HL,D1,CN,ZSCOT,LeChat Mistral Large,D1_HL_ZSCOT_CN,0.43,0.82,0.04,0.74,0.9,0.0
HL,D1,JP,ZSCOT,LeChat Mistral Large,D1_HL_ZSCOT_JP,0.37,0.84,0.04,0.77,0.91,0.0
HL,D1,ES,ZSCOT,LeChat Mistral Large,D1_HL_ZSCOT_ES,0.63,0.36,0.05,0.27,0.45,0.0
HL,D2,EN,ZSCOT,LeChat Mistral Large,D2_HL_ZSCOT_EN,0.52,0.59,0.05,0.49,0.69,0.16
HL,D2,CN,ZSCOT,LeChat Mistral Large,D2_HL_ZSCOT_CN,0.43,0.71,0.05,0.62,0.8,0.0
HL,D2,JP,ZSCOT,LeChat Mistral Large,D2_HL_ZSCOT_JP,0.37,0.32,0.05,0.23,0.41,0.3
HL,D2,ES,ZSCOT,LeChat Mistral Large,D2_HL_ZSCOT_ES,0.63,0.69,0.05,0.6,0.78,0.21
HL,D3,EN,ZSCOT,LeChat Mistral Large,D3_HL_ZSCOT_EN,0.52,0.92,0.03,0.87,0.97,0.0
HL,D3,CN,ZSCOT,LeChat Mistral Large,D3_HL_ZSCOT_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D3,JP,ZSCOT,LeChat Mistral Large,D3_HL_ZSCOT_JP,0.37,0.74,0.04,0.65,0.83,0.0
HL,D3,ES,ZSCOT,LeChat Mistral Large,D3_HL_ZSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,ZSCOT,Gemini 2.0 Flash Lite,D1_HL_ZSCOT_EN,0.52,0.9,0.03,0.84,0.96,0.0
HL,D1,CN,ZSCOT,Gemini 2.0 Flash Lite,D1_HL_ZSCOT_CN,0.43,0.98,0.01,0.95,1.0,0.0
HL,D1,JP,ZSCOT,Gemini 2.0 Flash Lite,D1_HL_ZSCOT_JP,0.37,0.99,0.01,0.97,1.0,0.0
HL,D1,ES,ZSCOT,Gemini 2.0 Flash Lite,D1_HL_ZSCOT_ES,0.63,0.74,0.04,0.65,0.83,0.02
HL,D2,EN,ZSCOT,Gemini 2.0 Flash Lite,D2_HL_ZSCOT_EN,0.52,0.7,0.05,0.61,0.79,0.0
HL,D2,CN,ZSCOT,Gemini 2.0 Flash Lite,D2_HL_ZSCOT_CN,0.43,0.86,0.03,0.79,0.93,0.0
HL,D2,JP,ZSCOT,Gemini 2.0 Flash Lite,D2_HL_ZSCOT_JP,0.37,0.68,0.05,0.59,0.77,0.0
HL,D2,ES,ZSCOT,Gemini 2.0 Flash Lite,D2_HL_ZSCOT_ES,0.63,0.41,0.05,0.31,0.51,0.0
HL,D3,EN,ZSCOT,Gemini 2.0 Flash Lite,D3_HL_ZSCOT_EN,0.52,0.87,0.03,0.8,0.94,0.0
HL,D3,CN,ZSCOT,Gemini 2.0 Flash Lite,D3_HL_ZSCOT_CN,0.43,0.99,0.01,0.97,1.0,0.0
HL,D3,JP,ZSCOT,Gemini 2.0 Flash Lite,D3_HL_ZSCOT_JP,0.37,1.0,0.0,1.0,1.0,0.0
HL,D3,ES,ZSCOT,Gemini 2.0 Flash Lite,D3_HL_ZSCOT_ES,0.63,0.93,0.03,0.88,0.98,0.0
HL,D1,EN,FSCOT,gpt4o,D1_HL_FSCOT_EN,0.52,0.75,0.04,0.67,0.83,0.0
HL,D1,CN,FSCOT,gpt4o,D1_HL_FSCOT_CN,0.43,0.93,0.03,0.88,0.98,0.0
HL,D1,JP,FSCOT,gpt4o,D1_HL_FSCOT_JP,0.37,0.26,0.04,0.17,0.35,0.02
HL,D1,ES,FSCOT,gpt4o,D1_HL_FSCOT_ES,0.63,0.0,0.0,0.0,0.0,0.0
HL,D2,EN,FSCOT,gpt4o,D2_HL_FSCOT_EN,0.52,0.7,0.05,0.61,0.79,0.0
HL,D2,CN,FSCOT,gpt4o,D2_HL_FSCOT_CN,0.43,0.74,0.04,0.65,0.83,0.0
HL,D2,JP,FSCOT,gpt4o,D2_HL_FSCOT_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D2,ES,FSCOT,gpt4o,D2_HL_FSCOT_ES,0.63,0.82,0.04,0.74,0.9,0.0
HL,D3,EN,FSCOT,gpt4o,D3_HL_FSCOT_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D3,CN,FSCOT,gpt4o,D3_HL_FSCOT_CN,0.43,0.99,0.01,0.97,1.0,0.0
HL,D3,JP,FSCOT,gpt4o,D3_HL_FSCOT_JP,0.37,0.99,0.01,0.97,1.0,0.0
HL,D3,ES,FSCOT,gpt4o,D3_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,FSCOT,DeepSeek,D1_HL_FSCOT_EN,0.52,0.27,0.04,0.18,0.36,0.0
HL,D1,CN,FSCOT,DeepSeek,D1_HL_FSCOT_CN,0.43,1.0,0.0,1.0,1.0,0.0
HL,D1,JP,FSCOT,DeepSeek,D1_HL_FSCOT_JP,0.37,0.05,0.02,0.01,0.09,0.0
HL,D1,ES,FSCOT,DeepSeek,D1_HL_FSCOT_ES,0.63,0.08,0.03,0.03,0.13,0.0
HL,D2,EN,FSCOT,DeepSeek,D2_HL_FSCOT_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D2,CN,FSCOT,DeepSeek,D2_HL_FSCOT_CN,0.43,0.75,0.04,0.67,0.83,0.0
HL,D2,JP,FSCOT,DeepSeek,D2_HL_FSCOT_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D2,ES,FSCOT,DeepSeek,D2_HL_FSCOT_ES,0.63,0.5,0.05,0.4,0.6,0.01
HL,D3,EN,FSCOT,DeepSeek,D3_HL_FSCOT_EN,0.52,0.0,0.0,0.0,0.0,0.0
HL,D3,CN,FSCOT,DeepSeek,D3_HL_FSCOT_CN,0.43,0.88,0.03,0.82,0.94,0.0
HL,D3,JP,FSCOT,DeepSeek,D3_HL_FSCOT_JP,0.37,0.23,0.04,0.15,0.31,0.0
HL,D3,ES,FSCOT,DeepSeek,D3_HL_FSCOT_ES,0.63,0.98,0.01,0.95,1.0,0.0
HL,D1,EN,FSCOT,LeChat Mistral Large,D1_HL_FSCOT_EN,0.52,0.79,0.04,0.71,0.87,0.0
HL,D1,CN,FSCOT,LeChat Mistral Large,D1_HL_FSCOT_CN,0.43,0.0,0.0,0.0,0.0,0.0
HL,D1,JP,FSCOT,LeChat Mistral Large,D1_HL_FSCOT_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D1,ES,FSCOT,LeChat Mistral Large,D1_HL_FSCOT_ES,0.63,0.1,0.03,0.04,0.16,0.0
HL,D2,EN,FSCOT,LeChat Mistral Large,D2_HL_FSCOT_EN,0.52,0.33,0.05,0.24,0.42,0.0
HL,D2,CN,FSCOT,LeChat Mistral Large,D2_HL_FSCOT_CN,0.43,0.23,0.04,0.15,0.31,0.0
HL,D2,JP,FSCOT,LeChat Mistral Large,D2_HL_FSCOT_JP,0.37,0.02,0.01,0.0,0.05,0.0
HL,D2,ES,FSCOT,LeChat Mistral Large,D2_HL_FSCOT_ES,0.63,0.59,0.05,0.49,0.69,0.41
HL,D3,EN,FSCOT,LeChat Mistral Large,D3_HL_FSCOT_EN,0.52,0.3,0.05,0.21,0.39,0.0
HL,D3,CN,FSCOT,LeChat Mistral Large,D3_HL_FSCOT_CN,0.43,0.13,0.03,0.06,0.2,0.0
HL,D3,JP,FSCOT,LeChat Mistral Large,D3_HL_FSCOT_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D3,ES,FSCOT,LeChat Mistral Large,D3_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D1,EN,FSCOT,Gemini 2.0 Flash Lite,D1_HL_FSCOT_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D1,CN,FSCOT,Gemini 2.0 Flash Lite,D1_HL_FSCOT_CN,0.43,0.65,0.05,0.56,0.74,0.0
HL,D1,JP,FSCOT,Gemini 2.0 Flash Lite,D1_HL_FSCOT_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D1,ES,FSCOT,Gemini 2.0 Flash Lite,D1_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D2,EN,FSCOT,Gemini 2.0 Flash Lite,D2_HL_FSCOT_EN,0.52,1.0,0.0,1.0,1.0,0.0
HL,D2,CN,FSCOT,Gemini 2.0 Flash Lite,D2_HL_FSCOT_CN,0.43,0.63,0.05,0.54,0.72,0.0
HL,D2,JP,FSCOT,Gemini 2.0 Flash Lite,D2_HL_FSCOT_JP,0.37,0.0,0.0,0.0,0.0,0.0
HL,D2,ES,FSCOT,Gemini 2.0 Flash Lite,D2_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0
HL,D3,EN,FSCOT,Gemini 2.0 Flash Lite,D3_HL_FSCOT_EN,0.52,0.48,0.05,0.38,0.58,0.42
HL,D3,CN,FSCOT,Gemini 2.0 Flash Lite,D3_HL_FSCOT_CN,0.43,0.98,0.01,0.95,1.0,0.0
HL,D3,JP,FSCOT,Gemini 2.0 Flash Lite,D3_HL_FSCOT_JP,0.37,0.07,0.03,0.02,0.12,0.0
HL,D3,ES,FSCOT,Gemini 2.0 Flash Lite,D3_HL_FSCOT_ES,0.63,1.0,0.0,1.0,1.0,0.0
